2025-04-24 19:57:47.384274,Drowsiness detected
2025-04-24 19:58:27.622816,Drowsiness detected
2025-04-24 19:58:34.205489,Drowsiness detected
2025-04-24 19:58:37.240972,Drowsiness detected
2025-04-24 19:58:40.283232,Drowsiness detected
2025-04-24 19:58:43.266464,Drowsiness detected
2025-04-24 19:58:46.305756,Drowsiness detected
2025-04-24 19:58:49.852244,Drowsiness detected
2025-04-24 19:58:52.809869,Drowsiness detected
2025-04-24 19:58:58.672271,Drowsiness detected
2025-04-24 19:59:01.717467,Drowsiness detected
2025-04-24 19:59:04.757468,Drowsiness detected
2025-04-24 19:59:07.799002,Drowsiness detected
2025-04-24 19:59:10.847070,Drowsiness detected
2025-04-24 19:59:25.359339,Yawn detected
2025-04-24 19:59:33.110232,Yawn detected
2025-04-24 19:59:36.584428,Drowsiness detected
2025-04-24 19:59:39.643809,Drowsiness detected
2025-04-24 19:59:42.731426,Drowsiness detected
2025-04-24 19:59:45.677446,Drowsiness detected
2025-04-24 19:59:48.598967,Drowsiness detected
2025-04-24 19:59:51.532957,Drowsiness detected
2025-04-24 19:59:54.508482,Drowsiness detected
2025-04-24 19:59:57.440846,Drowsiness detected
2025-04-24 20:00:00.390555,Drowsiness detected
2025-04-24 20:00:03.319472,Drowsiness detected
2025-04-24 20:00:06.245085,Drowsiness detected
2025-04-24 20:00:09.231386,Drowsiness detected
2025-04-24 20:00:12.255380,Drowsiness detected
2025-04-24 20:00:15.284982,Drowsiness detected
2025-04-24 20:00:18.323307,Drowsiness detected
2025-04-24 20:00:21.349298,Drowsiness detected
2025-04-24 20:00:24.405610,Drowsiness detected
2025-04-24 20:00:27.440292,Drowsiness detected
2025-04-24 20:00:30.476586,Drowsiness detected
2025-04-24 20:00:33.510122,Drowsiness detected
2025-04-24 20:00:36.538620,Drowsiness detected
2025-04-24 20:00:39.570082,Drowsiness detected
2025-04-24 20:00:42.561207,Drowsiness detected
2025-04-24 20:00:45.592615,Drowsiness detected
2025-04-24 20:00:48.630368,Drowsiness detected
2025-04-24 20:00:51.666124,Drowsiness detected
2025-04-24 20:00:54.699470,Drowsiness detected
2025-04-24 20:00:57.738210,Drowsiness detected
2025-04-24 20:01:00.769085,Drowsiness detected
2025-04-24 20:01:03.800504,Drowsiness detected
2025-04-24 20:01:06.868837,Drowsiness detected
2025-04-24 20:01:09.946613,Drowsiness detected
2025-04-24 20:01:12.923031,Drowsiness detected
2025-04-24 20:01:15.896198,Drowsiness detected
2025-04-24 20:01:18.907474,Drowsiness detected
2025-04-24 20:01:21.842826,Drowsiness detected
2025-04-24 20:01:24.835721,Drowsiness detected
2025-04-24 20:01:27.782248,Drowsiness detected
2025-04-24 20:01:30.872077,Drowsiness detected
2025-04-24 20:01:33.862933,Drowsiness detected
2025-04-24 20:01:36.891485,Drowsiness detected
2025-04-24 20:01:39.871195,Drowsiness detected
2025-04-24 20:01:42.855201,Drowsiness detected
2025-04-24 20:01:45.839117,Drowsiness detected
2025-04-24 20:01:48.821145,Drowsiness detected
2025-04-24 20:01:51.814562,Drowsiness detected
2025-04-24 20:01:54.800189,Drowsiness detected
2025-04-24 20:01:57.779441,Drowsiness detected
2025-04-24 20:02:00.764753,Drowsiness detected
2025-04-24 20:02:03.777433,Drowsiness detected
2025-04-24 20:02:06.771682,Drowsiness detected
2025-04-24 20:02:09.757766,Drowsiness detected
2025-04-24 20:02:12.738335,Drowsiness detected
2025-04-24 20:02:15.775203,Drowsiness detected
2025-04-24 20:02:18.823702,Drowsiness detected
2025-04-24 20:02:21.861598,Drowsiness detected
2025-04-24 20:02:24.907124,Drowsiness detected
2025-04-24 20:02:27.940231,Drowsiness detected
2025-04-24 20:02:30.981339,Drowsiness detected
2025-04-24 20:02:34.054038,Drowsiness detected
2025-04-24 20:02:37.080332,Drowsiness detected
2025-04-24 20:02:40.064848,Drowsiness detected
2025-04-24 20:02:43.096695,Drowsiness detected
2025-04-24 20:02:46.075495,Drowsiness detected
2025-04-24 20:02:49.075181,Drowsiness detected
2025-04-24 20:02:52.058987,Drowsiness detected
2025-04-24 20:02:55.079869,Drowsiness detected
2025-04-24 20:02:58.069764,Drowsiness detected
2025-04-24 20:03:01.054009,Drowsiness detected
2025-04-24 20:03:04.042600,Drowsiness detected
2025-04-24 20:03:07.032413,Drowsiness detected
2025-04-24 20:03:10.009185,Drowsiness detected
2025-04-24 20:03:12.996732,Drowsiness detected
2025-04-24 20:03:15.936458,Drowsiness detected
2025-04-24 20:03:18.926955,Drowsiness detected
2025-04-24 20:03:22.002448,Drowsiness detected
2025-04-24 20:03:25.090249,Drowsiness detected
2025-04-24 20:03:28.069730,Drowsiness detected
2025-04-24 20:03:31.042073,Drowsiness detected
2025-04-24 20:03:34.026339,Drowsiness detected
2025-04-24 20:03:37.011688,Drowsiness detected
2025-04-24 20:03:40.073811,Drowsiness detected
2025-04-24 20:03:43.058950,Drowsiness detected
2025-04-24 20:03:46.039909,Drowsiness detected
2025-04-24 20:03:49.024720,Drowsiness detected
2025-04-24 20:03:52.059982,Drowsiness detected
2025-04-24 20:03:55.093795,Drowsiness detected
2025-04-24 20:03:58.192248,Drowsiness detected
2025-04-24 20:04:01.231023,Drowsiness detected
2025-04-24 20:04:04.241244,Drowsiness detected
2025-04-24 20:04:07.332530,Drowsiness detected
2025-04-24 20:04:10.370280,Drowsiness detected
2025-04-24 20:04:13.440764,Drowsiness detected
2025-04-24 20:04:16.421761,Drowsiness detected
2025-04-24 20:04:19.370784,Drowsiness detected
2025-04-24 20:04:22.311428,Drowsiness detected
2025-04-24 20:04:25.298510,Drowsiness detected
2025-04-24 20:04:28.331295,Drowsiness detected
2025-04-24 20:04:31.265303,Drowsiness detected
2025-04-24 20:04:34.305974,Drowsiness detected
2025-04-24 20:04:37.305602,Drowsiness detected
2025-04-24 20:04:40.357127,Drowsiness detected
2025-04-24 20:04:43.348941,Drowsiness detected
2025-04-24 20:04:46.354515,Drowsiness detected
2025-04-24 20:04:49.288091,Drowsiness detected
2025-04-24 20:04:52.235567,Drowsiness detected
2025-04-24 20:04:55.330554,Drowsiness detected
2025-04-24 20:04:58.392135,Drowsiness detected
2025-04-24 20:05:01.452627,Drowsiness detected
2025-04-24 20:05:04.580992,Drowsiness detected
2025-04-24 20:05:07.626225,Drowsiness detected
2025-04-25 12:24:46.765143,Drowsiness detected
2025-04-25 12:24:58.184890,Yawn detected
2025-04-25 12:25:19.037975,Drowsiness detected
2025-04-25 12:25:23.580147,Drowsiness detected
2025-04-25 12:25:26.775451,Drowsiness detected
2025-04-25 12:25:29.973027,Drowsiness detected
2025-04-25 12:25:33.090225,Drowsiness detected
2025-04-25 12:25:36.197713,Drowsiness detected
2025-04-25 12:25:39.288479,Drowsiness detected
2025-04-25 12:25:42.497134,Drowsiness detected
2025-04-25 12:25:45.955404,Drowsiness detected
2025-04-25 12:26:05.358138,Drowsiness detected
2025-04-25 12:26:08.310981,Drowsiness detected
2025-04-25 12:26:11.419881,Drowsiness detected
2025-04-25 12:26:14.775718,Drowsiness detected
2025-04-25 12:26:18.058790,Drowsiness detected
2025-04-25 12:26:21.240147,Drowsiness detected
2025-04-25 12:26:24.372594,Drowsiness detected
2025-04-25 12:26:27.533055,Drowsiness detected
2025-04-25 12:26:30.650172,Drowsiness detected
2025-04-25 12:26:33.812747,Drowsiness detected
2025-04-25 12:39:36.786511,Nod detected
2025-04-25 12:39:41.919468,Drowsiness detected
2025-04-25 12:39:44.951242,Drowsiness detected
2025-04-25 12:39:47.918585,Drowsiness detected
2025-04-25 12:39:51.043107,Drowsiness detected
2025-04-25 12:39:54.021502,Drowsiness detected
2025-04-25 12:40:17.710047,Drowsiness detected
2025-04-25 12:40:21.175084,Nod detected
2025-04-25 12:40:57.410059,Drowsiness detected
2025-04-25 12:41:00.514869,Drowsiness detected
